Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Latvia,Operator Holding Account,SIA „Solum Estate”,40103295641,2008-06-06,open,Pilsonu iela 1,LV- 4110,Ligatne,6294,6294,6294,11571,11571,11571,11571,11571,3948,3878,3810,3739,3668,3597,3524,3452,6635,6981,6634,6040,722,159,0,0,0,0,0,0,,,,,6635,6981,6634,6040,722,159,,,,,,,,,,
Latvia,Operator Holding Account,SIA „Saulkalne S”,50003256461,2008-10-11,open,Saulkalne,LV- 2117,Salaspils novads,70945,70945,70945,7196,7196,7196,7196,7196,3653,3590,4168,4092,2776,2721,2667,2612,6223,5759,5531,3270,2987,3068,2184,2633,3112,3176,3151,1793,,,,,6223,5759,5531,3270,2987,3068,2184,2633,3112,3176,3151,1793,,,,
Latvia,Operator Holding Account,"PILLAR 21, SIA",40103929286,2007-12-17,open,Elizabetes 23,LV-1010,Rīga,11216,22434,33650,2108,2108,2108,2108,2108,2326,2286,2244,2204,2161,2119,2077,2034,1045,1767,593,178,1036,917,1334,2398,2659,2603,1,11,,,,,1045,1767,593,178,1036,917,1334,2398,2659,2603,1,11,,,,
Latvia,Operator Holding Account,A/S „Valmieras stikla ðkiedra”,40003031676,2008-02-12,open,Cempu iela 13,LV-4201,Valmiera,31398,31398,38887,59710,59710,59710,59710,60643,18437,18116,17793,17465,17135,16800,16462,16122,29826,28415,32485,29919,20871,28291,26020,27520,30221,27311,27166,29423,,,,,29826,28415,32485,29919,20871,28291,26020,27520,30221,27311,27166,29423,,,,
Latvia,Operator Holding Account,"SIA ""Kalnciema kiegelis Kalnciema raþotne""",,2007-12-21,closed,Jelgavas iela 17,LV-3016,Kalnciems,5319,5848,6449,11514,0,0,0,0,,,,,,,,,6328,7560,10332,3567,,Not Reported,,,,,,,,,,,6328,7560,10332,3567,,,,,,,,,,,,
Latvia,Operator Holding Account,"LODE SIA, Liepa plant",50003032071,2007-12-27,open,Lodes iela 1,LV-4128,Liepas pagasts,41544,41544,41544,34890,34890,34890,34890,34890,12675,12456,12231,12007,11780,11550,11317,11083,17220,18228,16268,16703,7005,9723,16338,12807,14091,14220,10544,12350,,,,,17220,18228,16268,16703,7005,9723,16338,12807,14091,14220,10544,12350,,,,
Latvia,Operator Holding Account,"SIA ""CEMEX""",,2007-12-03,closed,Podraga iela 2,LV-1007,Riga,349921,349921,349921,340947,340947,0,0,0,,,,,,,,,285324,357973,362730,357747,140979,,,,,,,,,,,,285324,357973,362730,357747,140979,,,,,,,,,,,
Latvia,Operator Holding Account,AS KVV Liepājas metalurgs,40103829976,2008-01-15,open,Brivibas iela 93,LV-3401,Liepaja,369830,369830,369830,399236,399236,399236,399236,399236,132941,66101,1541,1513,1484,1455,1426,1397,365920,361850,355669,336370,296574,339630,79052,139269,44503,683,23353,2399,,,,,365920,361850,355669,336370,296574,339630,79052,139269,44503,683,23353,2399,,,,
Latvia,Operator Holding Account,"LODE SIA, Livani plant",50003032071,2007-12-17,closed,Lodes iela 1,LV-4128,Liepas pagasts,22025,22177,22329,11506,11506,11506,11506,11506,,,,,,,,,5569,6136,6609,5260,118,140,78,33,,,,,,,,,5569,6136,6609,5260,118,140,78,33,,,,,,,,
Latvia,Operator Holding Account,MSIA „AKD Logistik”,,2007-12-06,closed,Katlakalna iela 10,LV-1073,Riga,53954,61697,58579,11406,11406,11406,0,0,,,,,,,,,21520,0,0,0,0,Not Reported,,,,,,,,,,,21520,,,,,,,,,,,,,,,
