Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Austria,Operator Holding Account,Energie-Contracting Steyr GmbH,FN 209561 d,2005-04-07,open,Schönauerstraße 5,4400,Steyr,24541,24541,24541,24051,24051,24051,24051,24051,13808,12357,10946,9577,8250,6966,5724,4528,22141,20507,16684,18377,15389,19223,14666,12388,9483,6969,7941,7434,,,,,22141,20507,16684,18377,15389,19223,14666,12388,9483,6969,7941,7434,,,,
Austria,Operator Holding Account,Profibaustoffe Austria GmbH,FN 69279 g,2005-04-01,open,Mistelbacher Strasse 70-80,2115,Ernstbrunn,37687,37687,37687,33635,33635,33635,33635,33635,38590,37920,37242,36557,35864,35165,34457,33746,24591,37364,49559,43916,35937,30419,32757,28348,28113,26343,29823,28079,,,,,24591,37364,49559,43916,35937,30419,32757,28348,28113,26343,29823,28079,,,,
Austria,Operator Holding Account,Lafarge Zementwerke GmbH,FN 346878s,2004-01-01,open,Trabrennstr. 2A,1020,Wien,316474,316474,316474,293107,293107,293107,293107,293107,293901,288796,283632,278413,273138,267812,262420,257008,327304,314811,319996,337266,261992,241277,276666,290770,278083,269972,308842,316567,,,,,327304,314811,319996,337266,261992,241277,276666,290770,278083,269972,308842,316567,,,,
Austria,Operator Holding Account,WIEN ENERGIE GmbH,FN 215854h,2004-12-22,open,Thomas-Klestil-Platz 14,1030,Wien,4485,4485,4485,6952,6952,6952,6952,6952,2702,2419,2142,1874,1615,1363,1120,886,6909,3098,2669,4819,3190,2232,2017,21164,64742,45943,31223,22436,,,,,6909,3098,2669,4819,3190,2232,2017,21164,64742,45943,31223,22436,,,,
Austria,Operator Holding Account,Lafarge Zementwerke GmbH,FN 346878s,2004-01-01,open,Trabrennstr. 2A,1020,Wien,609479,609479,609479,536364,536364,536364,536364,594252,581745,571641,561417,551088,540647,530104,519430,508719,584257,623883,708917,720857,613361,601677,535516,566554,598660,594014,617406,610830,,,,,584257,623883,708917,720857,613361,601677,535516,566554,598660,594014,617406,610830,,,,
Austria,Operator Holding Account,WIEN ENERGIE GmbH,FN 215854h,2004-12-23,open,Thomas-Klestil-Platz 14,1030,Wien,7146,7146,7146,4907,4907,4907,4907,4907,1851,3312,0,0,0,0,0,0,5320,7097,6558,3180,6581,3796,1010,1426,2619,25,6,1,,,,,5320,7097,6558,3180,6581,3796,1010,1426,2619,25,6,1,,,,
Austria,Operator Holding Account,Lias Österreich GesmbH,FN 200408 v,2004-01-02,open,Fabrikstrasse 11,8350,Fehring,10293,10293,10293,9860,9860,9860,9860,9860,10002,9827,9652,9474,9295,9113,8930,8745,8856,4675,4686,5643,3353,3453,3772,2361,2148,4231,3116,3255,,,,,8856,4675,4686,5643,3353,3453,3772,2361,2038,4231,3226,3255,,,,
Austria,Operator Holding Account,WIEN ENERGIE GmbH,FN 215854h,2004-12-29,open,Thomas-Klestil-Platz 14,1030,Wien,8110,8110,8110,3435,3435,3435,3435,3435,2299,2058,1822,1595,1374,1160,953,754,1223,1122,2306,10359,2593,3766,385,5474,46068,39383,30146,24269,,,,,1223,1122,2306,10359,2593,3766,385,5474,46068,39383,30146,24269,,,,
Austria,Operator Holding Account,LINZ STROM GmbH,FN 199533 g,2004-01-01,open,Wiener Straße 151,4021,Linz,259262,259262,259262,272540,272540,272540,272540,272540,121686,108897,96472,84439,72784,61507,50595,40074,267308,225750,200554,237908,198981,190586,153809,101870,146969,77873,111369,183596,,,,,267308,225750,200554,237908,198981,190586,153809,101870,146969,77873,111369,183596,,,,
Austria,Operator Holding Account,WIEN ENERGIE GmbH,FN 215854h,2004-12-30,closed,Thomas-Klestil-Platz 14,1030,Wien,9117,9117,9117,4997,4997,4997,4997,4997,3658,6546,0,0,0,0,0,0,5586,11520,8969,11275,27700,2684,396,4522,16666,20746,,,,,,,5586,11520,8969,11275,27700,2684,396,4522,16666,20746,,,,,,
Austria,Operator Holding Account,LINZ STROM GmbH,FN 199533 g,2004-01-01,open,Wiener Straße 151,4021,Linz,263211,263211,263211,306698,306698,306698,306698,306698,71294,63801,56521,49471,42643,36036,29643,23479,316110,304625,246040,320284,214884,187471,153335,141207,128258,111486,120859,141085,,,,,316110,304625,246040,320284,214884,187471,153335,141207,128258,111486,120859,141085,,,,
Austria,Operator Holding Account,LINZ STROM GmbH,FN 199533 g,2004-01-02,open,Wiener Straße 151,4021,Linz,423,423,423,142,142,142,142,142,0,0,0,0,0,0,0,0,138,0,31,12,52,23,16,9,8,221,7,5,,,,,138,,31,12,52,23,16,9,8,221,7,5,,,,
Austria,Operator Holding Account,WIEN ENERGIE GmbH,FN 215854h,2004-12-27,open,Thomas-Klestil-Platz 14,1030,Wien,34349,34349,34349,14597,14597,14597,14597,14597,20746,18566,16445,14388,3099,2617,2150,1701,12639,32338,36286,19327,26593,32651,24711,67700,80408,39484,21745,3438,,,,,12639,32338,36286,19327,26593,32651,24711,67700,80408,39484,21745,3438,,,,
Austria,Operator Holding Account,OMV Refining & Marketing GmbH,FN 185462 p,2004-01-02,open,Trabrennstraße 6-8,1020,Wien,2720740,2720740,2720740,2491436,2491436,2491436,2491436,2491436,1803162,1759171,1715882,1675141,1635202,1595273,1555261,1515471,2826917,2829983,2867629,2565047,2567934,2490464,2530318,2592526,2826640,2713186,2804050,2784461,,,,,2826917,2829983,2867629,2565047,2567934,2490464,2533972,2588872,2826640,2713186,2804050,2784461,,,,
Austria,Operator Holding Account,OMV Austria Exploration & Production GmbH,FN 241929 d,2004-01-02,open,Protteserstraße 40,2230,Gänserndorf,14881,14881,14881,14214,14214,14214,14214,14214,14551,14298,14045,13792,13539,13285,13032,12779,14437,16376,18458,16785,19353,16192,13843,12675,15883,15249,21180,21511,,,,,14437,16376,18458,16785,19353,16192,13843,12675,15883,15249,21180,21511,,,,
Austria,Operator Holding Account,OMV Austria Exploration & Production GmbH,FN 241929 d,2004-01-02,open,Protteserstraße 40,2230,Gänserndorf,31704,31704,31704,28547,28547,28547,28547,28547,35925,35300,34675,34050,33425,32800,32174,31549,28562,33443,33471,30659,35050,30638,27756,30043,35433,34107,34577,36104,,,,,28562,33443,33471,30659,35050,30638,27756,30043,35433,34107,34577,36104,,,,
Austria,Operator Holding Account,AustroCel Hallein GmbH,FN 184407 m,2004-01-01,open,Salzachtalstrasse 88,5400,Hallein,118275,118275,118275,107796,107796,107796,107796,107796,14793,13425,12094,10800,9546,8330,7152,6017,116736,86557,75948,69760,31405,7692,5238,6041,1637,1227,1274,1057,,,,,116736,86557,75948,69760,31405,7692,5238,6041,1637,1227,1274,1057,,,,
Austria,Operator Holding Account,Nettingsdorfer Papierfabrik AG & Co KG,FN 200265 h,2004-01-01,open,Nettingsdorfer Straße 40,4053,Haid bei Ansfelden,111062,111062,111062,92042,92042,92042,92042,92042,114925,112930,110911,108870,106808,104724,102616,100499,89797,83728,87308,74893,69853,75790,69018,63190,67686,67692,66093,63130,,,,,89797,83728,87308,74893,69853,75790,69018,63190,67686,67692,66093,63130,,,,
