Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,closed,Lidingövägen 115,11547,Stockholm,143,143,143,0,0,0,0,0,,,,,,,,,14,7,80,0,Not Reported,Not Reported,,,,,,,,,,,14,7,80,,,,,,,,,,,,,
Sweden,Operator Holding Account,Gällivare Energi AB,556196-4965,2005-03-04,open,Box 244,98222,GÄLLIVARE,41307,41329,41373,0,0,7045,30193,34722,35542,29677,24418,21235,18402,15661,13007,10449,47545,49257,49682,50662,50089,61615,63485,53717,50648,54599,40309,40413,,,,,47545,49257,49682,50662,50089,61615,63485,53717,50648,54599,40309,40413,,,,
Sweden,Operator Holding Account,Universitetssjukhuset Örebro,232100-0164,2005-03-04,closed,Eklundavägen 2,70116,Örebro,0,0,0,,,,,,,,,,,,,,0,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,open,Lidingövägen 115,11547,Stockholm,47161,47161,47161,0,0,0,0,0,158834,142141,125923,55109,95004,80285,66041,52308,6178,18270,3626,3278,5591,4945,3897,3367,2193,3986,2005,5399,,,,,6178,18270,3626,3278,5591,4945,3897,3367,2193,3986,2005,5399,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,open,Lidingövägen 115,11547,Stockholm,25823,26301,26301,0,0,0,0,0,300654,269057,238356,208627,179831,151969,125007,99013,6646,255,44,50,335,20184,5872,2823,249698,316126,320489,280087,,,,,6646,255,44,50,335,20184,5872,2823,249698,316126,320489,280087,,,,
Sweden,Operator Holding Account,AB Fortum Värme samägt med Stockholms Stad,556016-9095,2005-03-04,closed,Lidingövägen 115,11547,Stockholm,14,14,14,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Operator Holding Account,Falu Energi & Vatten AB,556509-6731,2005-03-04,open,Box 213,79125,FALUN,30,30,30,220,217,219,218,218,54946,49171,43560,38127,32865,27773,22845,18095,49,463,332,221,112,237,178,212,286,258,244,322,,,,,49,,795,221,112,237,178,212,286,258,244,322,,,,
Sweden,Operator Holding Account,Värmevärden AB,556702-9516,2005-03-04,open,Väståstrand 5,70232,ÖREBRO,22623,22623,22623,0,0,0,0,0,27226,24534,21916,19381,16924,14545,12243,10022,7143,7392,835,1024,360,729,157,131,464,91,157,145,,,,,7143,7392,835,1024,360,729,157,131,464,91,157,145,,,,
Sweden,Operator Holding Account,Luleå Energi AB,556139-8255,2005-03-04,open,Box 50100,97323,LULEÅ,25999,25999,25999,0,0,0,0,0,7751,6271,4977,7373,6429,5514,4629,3776,14790,14379,40473,22644,16186,54005,19744,11053,24335,17616,21323,56062,,,,,14790,14379,40473,22644,16186,54005,19744,11053,24335,17616,26000,51385,,,,
Sweden,Operator Holding Account,Luleå Energi AB,556139-8255,2005-03-04,open,Box 50100,97323,LULEÅ,81,81,81,0,0,0,0,0,4598,4141,3695,3264,2847,2441,2049,1671,264,151,270,86,54,47,31,48,110,86,57,249,,,,,264,151,270,86,54,47,31,48,110,86,57,249,,,,
