Country,Account Type,Account Holder Name,Company Registration No,Permit/Plan Date,Account status,Main Address Line,Postal Code,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-05-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,32378,32378,32378,27888,27888,27888,27888,40217,,,,,,,,,34669,35556,36283,39657,43581,43433,55804,52397,50969,49386,40482,47544,,,,,34669,35556,36283,39657,43581,43433,55804,52397,50969,49386,40482,47544,,,,
Greece,Operator Holding Account,ΚΕΡΑΜΟΥΡΓΙΚΗ ΡΑΦΗΝΑΣ ΑΕ,083239502000,2005-01-01,open,23ο ΧΛ Λ ΜΑΡΑΘΩΝΟΣ,19009,ΡΑΦΗΝΑ,29024,29024,29024,29120,29120,29120,29120,29120,8376,4404,4325,4246,4165,4084,4002,3919,28879,27781,20656,11907,10487,5733,3159,4359,189,0,0,32,,,,,28879,27781,20720,11907,10487,5733,3159,4359,189,,,32,,,,
Greece,Operator Holding Account,ΦΙΛΚΕΡΑΜ JOHNSON AE,057195901001,2005-01-01,closed,ΛΑΕΡΤΟΥ 21-23 & 25,55102,ΘΕΣΣΑΛΟΝΙΚΗ,36730,36730,36730,37570,37570,37570,37570,0,,,,,,,,,29474,31769,29058,28098,17810,9235,61,,,,,,,,,,29474,31769,29058,28098,17810,9235,61,,,,,,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,34514,34514,34514,29358,29358,29358,29358,29358,,,,,,,,,39706,42360,43369,44179,44395,44805,43868,41721,38789,38869,40856,39907,,,,,39706,42360,43369,44179,44395,44805,43868,41721,38789,38869,40856,39907,,,,
Greece,Operator Holding Account,ΜΗΤΣΙΑΔΗΣ Α.Β.Ε.Ε.(e.x. Δ. & Σ. ΜΗΤΣΙΑΔΗΣ&ΥΙΟΙ ΟΕ),010406753000,2005-01-01,open,4 χλμ ΤΡΙΚΑΛΩΝ ΛΑΡΙΣΗΣ,42100,ΤΡΙΚΑΛΑ,4251,4251,4251,5124,5124,5124,5124,5124,2099,1394,1041,1022,1002,983,963,943,5388,5280,7002,7163,3238,3509,2577,1588,1226,770,736,919,,,,,5388,5280,7002,7163,3238,3509,2577,1588,1226,770,736,919,,,,
Greece,Operator Holding Account,ΔΕΗ  ΑΕ,000786301000,2005-01-01,open,ΧΑΛΚΟΚΟΝΔΥΛΗ 29,10432,ΑΘΗΝΑ,26886,26886,26886,48799,7057,58776,59969,51064,,,,,,,,,27939,26166,27829,22907,23833,26882,27215,27853,24602,27082,28554,27719,,,,,27939,26166,27829,22907,23833,26882,27215,27853,24602,27082,28554,27719,,,,
Greece,Operator Holding Account,ΚΕΡΑΜΟΠΟΙΙΑ ΧΡΙΣΤΟΔΟΥΛΙΔΗ ΑΕ,057583504000,2005-01-01,open,8ο ΧΛ ΟΔΟΥ ΘΕΣ/ΚΗΣ ΠΕΡΑΙΑΣ,57001,ΘΕΣΣΑΛΟΝΙΚΗ,17230,17230,17230,12986,12986,12986,12986,12986,0,0,0,0,0,0,0,0,9670,11344,13566,8243,5753,6322,2628,0,0,Not Reported,Not Reported,Not Reported,,,,,9670,11344,13566,8243,5753,6322,2628,,,,,,,,,
Greece,Operator Holding Account,KEBE  AE,026531340000,2005-01-01,open,NEA  SANTA,54500,KILKIS,70034,70034,70034,73978,73978,73978,73978,73978,15130,14867,14601,14332,14061,13787,13509,13231,74459,54378,69471,40512,28512,5016,3333,4321,0,0,0,0,,,,,74459,54378,69471,40512,28512,5016,3333,4321,,,,,,,,
Greece,Operator Holding Account,TERRA AE,026558840000,2005-01-01,open,6ο ΧΛ ΛΑΡΙΣΑΣ-ΣΥΚΟΥΡΙΟΥ,41110,ΛΑΡΙΣΑ,59110,59110,59110,66177,66177,66177,66177,0,,,,,,,,,96725,68719,19678,45828,17641,14136,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,96725,68719,19712,45828,17641,,,,,,,,,,,
Greece,Operator Holding Account,ΑΦΟΙ Δ. ΠΡΙΝΤΖΗ ΓΡΑΝΙΤΗΣ ΑΠΕΤΕ,038271105000,2005-01-01,open,ΟΛΥΜΠΟΥ ΚΑΛΟΧΩΡΙ,57009,ΘΕΣΣΑΛΟΝΙΚΗ,5020,5020,5020,8975,8975,17695,13335,13335,862,0,0,0,0,0,0,0,7368,8042,14998,9425,4082,2284,981,618,546,0,0,0,,,,,7368,8042,14998,9425,4082,2284,981,618,546,,,,,,,
Greece,Operator Holding Account,GEORGIA PACIFIC ΕΛΛΑΣ ΑΕΒΕ,104494,2005-01-01,closed,ΒΙΠΕ ΠΑΤΡΩΝ,25018,ΠΑΤΡΑ,10706,10706,10706,11163,11163,11163,11163,11163,5102,0,0,0,0,0,0,0,11476,10718,11138,9450,9177,7419,6293,7091,1693,,,,,,,,11476,10718,11138,9450,9177,7419,6293,7091,1693,,,,,,,
Greece,Operator Holding Account,TITAN  AE,000224301000,2005-01-01,open,ΧΑΛΚΙΔΟΣ 22Α,11143,ΑΘΗΝΑ,1077585,1077585,1077585,1064424,1064424,1064424,1064424,1064424,927786,911671,895367,878893,862241,845427,828404,811321,1046057,1095738,1104559,1106692,942398,977840,379210,679642,758094,881800,814529,737510,,,,,1046057,1095738,1104559,1106692,942398,977840,379210,679642,758094,881800,814529,737510,,,,
Greece,Operator Holding Account,ΑΘΗΝΑΙΚΗ ΧΑΡΤΟΠΟΙΙΑ ΑΕ,114223916001,2005-01-01,open,ΧΑΡΤΕΡΓΑΤΩΝ 1 ΑΘΗΝΑ,11855,ΑΘΗΝΑ,24966,24966,24966,19167,19167,19167,19167,19167,13822,13582,13339,6547,0,0,0,0,16548,18914,19541,19636,19024,15359,15879,14656,16337,14717,8183,0,,,,,16548,18914,19541,19636,19024,15359,15879,14656,16337,14717,8183,,,,,
Greece,Operator Holding Account,ΑΦΟΙ ΑΡΙΣΤΕΙΔΟΠΟΥΛΟΙ ΚΕΡΑΜΟΥΡΓΙΚΗ ΑΒΕΕ,047003225000,2005-01-01,open,ΧΑΝΑΚΙΑ ΠΥΡΓΟΣ,27100,ΠΥΡΓΟΣ,10600,10600,10600,13894,13894,13894,13894,13894,2236,2198,2158,2118,2078,2038,1996,1956,9243,8889,9108,7022,5599,2922,1338,863,694,735,645,510,,,,,9243,8889,9108,7022,5599,2922,1338,863,694,735,645,510,,,,
Greece,Operator Holding Account,TITAN  AE,000224301000,2005-01-01,closed,ΧΑΛΚΙΔΟΣ 22Α,11143,ΑΘΗΝΑ,139628,139628,139628,146739,146739,146739,146739,146739,0,0,0,0,0,0,0,0,157896,158900,156235,140790,116863,104190,50261,70,67,61,96,,,,,,157896,158900,156235,140790,116863,104190,50261,70,67,61,96,,,,,
Greece,Operator Holding Account,ΒΕΚΑ ΑΕ,N/A,2005-01-01,closed,ΑΓ. ΑΘΑΝΑΣΙΟΥ 55,14569,ΑΝΟΙΞΗ ΑΤΤΙΚΗΣ,3469,3469,3469,3773,3773,3773,3773,0,,,,,,,,,3717,3975,3565,2947,845,0,0,,,,,,,,,,3717,3975,3565,2947,845,,,,,,,,,,,
