Country,Account Type,Account Holder Name,Main Address Line,City,Allowance In Allocation In 2005,Allowance In Allocation In 2006,Allowance In Allocation In 2007,Allowance In Allocation In 2008,Allowance In Allocation In 2009,Allowance In Allocation In 2010,Allowance In Allocation In 2011,Allowance In Allocation In 2012,Allowance In Allocation In 2013,Allowance In Allocation In 2014,Allowance In Allocation In 2015,Allowance In Allocation In 2016,Allowance In Allocation In 2017,Allowance In Allocation In 2018,Allowance In Allocation In 2019,Allowance In Allocation In 2020,Verified Emissions In 2005,Verified Emissions In 2006,Verified Emissions In 2007,Verified Emissions In 2008,Verified Emissions In 2009,Verified Emissions In 2010,Verified Emissions In 2011,Verified Emissions In 2012,Verified Emissions In 2013,Verified Emissions In 2014,Verified Emissions In 2015,Verified Emissions In 2016,Verified Emissions In 2017,Verified Emissions In 2018,Verified Emissions In 2019,Verified Emissions In 2020,Units Surrendered In 2005,Units Surrendered In 2006,Units Surrendered In 2007,Units Surrendered In 2008,Units Surrendered In 2009,Units Surrendered In 2010,Units Surrendered In 2011,Units Surrendered In 2012,Units Surrendered In 2013,Units Surrendered In 2014,Units Surrendered In 2015,Units Surrendered In 2016,Units Surrendered In 2017,Units Surrendered In 2018,Units Surrendered In 2019,Units Surrendered In 2020
Spain,Operator Holding Account,Air Liquide Ibérica de Gases,"Paseo de la Castellana,79, 5ª Plta",Madrid,,,,,,,,,136218,133852,131458,129039,126594,124126,121626,119118,,,,,,,,,166108,191033,192977,191265,,,,,,,,,,,,,166108,191033,192977,191265,,,,
Spain,Aircraft Operator Account,AIR NOSTRUM LINEAS AEREAS DEL MEDITERRANEO SA,"AVDA. COMARQUES DEL PAIS VALENCIA, 2","QUART DE POBLET, VALENCIA",,,,,,,,197162,174084,174084,174084,174084,174084,174084,174084,174084,,,,,,,,415375,307286,289528,309492,340468,,,,,,,,,,,,415375,,596814,309492,340468,,,,
Spain,Aircraft Operator Account,AIR PRODUCTS & CHEMICALS INC,7201 Hamilton Boulevard,Allentown,,,,,,,,26,1,1,1,1,1,1,1,1,,,,,,,,49,Excluded,Excluded,159,81,,,,,,,,,,,,49,,,159,81,,,,
Spain,Aircraft Operator Account,Airlease Corporation,2000 Avenue of the Stars Suite 1000n,Los Angeles,,,,,,,,14,1,1,1,1,1,1,1,1,,,,,,,,58,Excluded,104,61,96,,,,,,,,,,,,58,,104,61,96,,,,
Spain,Operator Holding Account,"AISMALIBAR, S.A","Ctra. de Ripollet, 1",Montcada i Reixac,0,11230,11230,6315,6315,6315,6315,6315,,,,,,,,,,5121,3749,3191,884,736,0,0,,,,,,,,,,5121,3749,3191,884,736,,,,,,,,,,
Spain,Operator Holding Account,"AL DAHRA FAGAVI, SL","Pol. Ind. les Basses, Parcela I-01",Fontdarella,,,,,,,,,6934,6206,5498,4812,4148,3505,2883,2283,,,,,,,,,9341,1491,447,2846,,,,,,,,,,,,,9341,1491,447,2846,,,,
Spain,Operator Holding Account,"Alabe Mengíbar, A.I.E.",Avda. Europa nº 18 Parque empresarial la Moraleja,Alcobendas (Madrid),132571,132571,132571,113907,113907,113907,113907,0,,,,,,,,,101206,108171,104991,105779,106318,100054,0,,,,,,,,,,101206,108171,104991,105779,106318,100054,,,,,,,,,,
Spain,Aircraft Operator Account,"Alba Star, S.A.","Avda. Comte de Sallent, nº 23-5º A",Palma de Mallorca,,,,,,,,,,,,,25898,25898,25898,25898,,,,,,,,17754,22566,21556,28773,46691,,,,,,,,,,,,17450,304,44122,28773,46691,,,,
Spain,Operator Holding Account,"Alcoa Inespal Avilés, S.L.","Pedro Teixeira, 8, 3ª plta",Madrid,,,,,,,,,166184,163298,160377,157425,154443,151432,148382,145324,,,,,,,,,121610,125579,124826,136930,,,,,,,,,,,,,121610,125579,124826,136930,,,,
Spain,Operator Holding Account,"Alcoa Inespal Coruña, S.L.U.","Pedro Teixeira, nº8",Madrid,,,,,,,,,154429,151748,149033,146291,143519,140720,137888,135043,,,,,,,,,137837,131247,147892,164559,,,,,,,,,,,,,137837,127077,147892,168729,,,,
